Order,Lot Frontage,LotArea,LotShape,Utilities,Lot Config,Land Slope,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,YearBuilt,YearRemod/Add,Foundation,Bsmt Unf SF,Total Bsmt SF,BaseLivArea,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bathrooms,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Mo Sold,Yr Sold,Sale Condition,SalePrice
1623,,8637,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,1999,2000,PConc,52,923,871,Y,947,767,1714,2,1,2.5,3,1,TA,7,1,Attchd,451,256,48,0,0,0,4,2007,Abnorml,180000
1624,63,7875,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,1996,1996,PConc,277,691,414,Y,691,862,1553,2,1,2.5,3,1,Gd,6,0,Attchd,420,0,44,0,0,0,8,2007,Normal,178750
1626,60,7500,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,1999,2003,PConc,938,938,0,Y,957,1342,2299,3,1,3.5,5,1,TA,7,1,Attchd,482,188,30,0,0,0,8,2007,Normal,204000
1628,,10784,IR1,AllPub,FR2,Gtl,Gilbert,1Fam,SLvl,7,5,1991,1992,PConc,384,384,0,Y,802,670,1472,2,1,2.5,3,1,Gd,7,1,Attchd,402,164,0,0,0,0,5,2007,Normal,160000
1629,,9125,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,1992,1992,PConc,384,384,0,Y,812,670,1482,2,1,2.5,3,1,Gd,7,1,Attchd,392,100,25,0,0,0,7,2007,Normal,163900
1630,,7655,IR1,AllPub,CulDSac,Gtl,Gilbert,1Fam,2Story,6,5,1993,1994,PConc,903,903,0,Y,910,732,1642,2,1,2.5,3,1,TA,7,1,Attchd,392,290,84,0,0,0,7,2007,Normal,168000
1632,,3696,Reg,AllPub,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1986,1986,CBlock,1074,1074,0,Y,1088,0,1088,1,1,1.5,2,1,Gd,5,0,Attchd,461,0,74,137,0,0,10,2007,Normal,170000
1637,98,12328,IR1,AllPub,Inside,Gtl,StoneBr,1Fam,2Story,8,5,2005,2005,PConc,163,1149,986,Y,1164,1377,2541,3,1,3.5,4,1,Ex,10,1,BuiltIn,729,120,32,0,0,0,7,2007,Normal,349265
1638,52,51974,IR1,AllPub,CulDSac,Gtl,StoneBr,1Fam,1Story,9,5,2006,2007,PConc,1559,2660,1101,Y,2338,0,2338,2,1,2.5,4,1,Gd,8,2,Attchd,1110,0,135,0,0,322,6,2007,Partial,591587
1639,195,41600,IR1,AllPub,FR2,Gtl,Gilbert,2fmCon,1Story,5,5,1969,1990,CBlock,53,1100,1047,Y,1424,0,1424,1,1,1.5,3,1,TA,7,0,2Types,828,144,0,0,0,0,11,2007,Normal,155000
1642,85,14082,IR1,AllPub,Inside,Gtl,StoneBr,1Fam,1Story,8,5,2006,2006,PConc,662,2220,1558,Y,2234,0,2234,1,1,1.5,1,1,Gd,7,1,Attchd,724,390,80,0,0,0,1,2007,Normal,441929
1646,78,12090,Reg,AllPub,Inside,Gtl,NWAmes,1Fam,SLvl,6,7,1984,2003,CBlock,585,585,0,Y,1140,728,1868,3,1,3.5,3,1,TA,7,1,BuiltIn,477,268,112,0,0,147,1,2007,Abnorml,178000
1647,78,12090,Reg,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,7,7,1981,2003,CBlock,404,725,321,Y,725,754,1479,2,1,2.5,3,1,Gd,6,1,Attchd,484,167,72,0,0,0,3,2007,Normal,176000
1649,61,11339,IR1,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,7,5,1979,1979,CBlock,22,780,758,Y,1085,845,1930,2,1,2.5,4,1,Gd,9,1,Attchd,481,192,72,0,0,0,3,2007,Normal,192000
1650,92,11952,Reg,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,7,6,1977,1977,CBlock,808,808,0,Y,1161,808,1969,2,1,2.5,3,1,TA,8,1,Attchd,534,0,0,0,0,276,11,2007,Normal,190000
1651,,12046,IR1,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,6,6,1976,1976,CBlock,692,848,156,Y,1118,912,2030,2,1,2.5,4,1,Gd,8,1,Attchd,551,0,224,0,0,0,6,2007,Normal,195000
1654,80,11584,Reg,AllPub,Inside,Gtl,NWAmes,1Fam,SLvl,7,6,1979,1979,CBlock,114,539,425,Y,1040,685,1725,2,1,2.5,3,1,TA,6,1,Attchd,550,0,88,216,0,0,11,2007,Normal,197000
1656,80,10793,Reg,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,5,5,1969,1969,CBlock,0,780,780,Y,780,840,1620,2,1,2.5,4,1,TA,7,0,Attchd,462,208,0,0,0,0,4,2007,Normal,152000
1660,,12384,Reg,AllPub,CulDSac,Gtl,NWAmes,1Fam,2Story,7,7,1976,1976,CBlock,793,793,0,Y,1142,793,1935,2,1,2.5,3,1,TA,7,1,Attchd,550,0,113,252,0,0,11,2007,Normal,197900
1662,80,8000,Reg,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,6,6,1974,1974,CBlock,0,1084,1084,Y,1084,793,1877,2,1,2.5,4,1,TA,8,1,Attchd,488,0,96,0,0,0,11,2007,Normal,178900
1664,,10530,IR1,AllPub,Corner,Gtl,NAmes,1Fam,1Story,6,5,1971,1971,CBlock,664,981,317,Y,981,0,981,1,1,1.5,3,1,TA,5,0,Detchd,576,0,312,40,0,0,3,2007,Normal,143250
1665,,7472,IR1,AllPub,CulDSac,Gtl,NAmes,1Fam,2Story,7,9,1972,2004,CBlock,99,725,626,Y,725,754,1479,1,1,1.5,4,1,Gd,7,0,Attchd,484,0,32,0,0,0,6,2007,Normal,184000
1676,21,2205,Reg,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,6,6,1973,1973,CBlock,213,525,312,Y,525,567,1092,1,1,1.5,3,1,TA,6,0,Detchd,264,144,0,0,0,0,2,2007,Normal,113500
1677,21,1890,Reg,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,6,5,1973,1973,CBlock,316,672,356,Y,672,546,1218,1,1,1.5,3,1,TA,7,0,Detchd,264,144,28,0,0,0,5,2007,Normal,113000
1678,21,2058,Reg,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,6,5,1973,1973,CBlock,672,672,0,Y,672,546,1218,1,1,1.5,4,1,Ex,7,0,Detchd,264,0,28,0,0,0,12,2007,Normal,113700
1679,24,2016,Reg,AllPub,Inside,Gtl,BrDale,TwnhsE,2Story,5,5,1970,1970,CBlock,630,630,0,Y,630,672,1302,2,1,2.5,3,1,TA,6,0,Detchd,440,0,0,0,0,0,4,2007,Normal,106000
1680,24,1920,Reg,AllPub,Inside,Gtl,BrDale,TwnhsE,2Story,5,5,1971,1971,CBlock,294,765,471,Y,765,600,1365,1,1,1.5,2,1,TA,6,0,Detchd,440,240,36,0,0,0,8,2007,Normal,122500
1682,24,2308,Reg,AllPub,Corner,Gtl,NPkVill,TwnhsE,2Story,6,6,1976,1976,CBlock,248,804,556,Y,804,744,1548,2,1,2.5,3,1,Gd,7,1,Detchd,440,48,0,0,0,0,7,2007,Normal,155000
1690,110,14333,Reg,AllPub,Corner,Gtl,NridgHt,1Fam,1Story,8,5,2007,2007,PConc,590,2108,1518,Y,2122,0,2122,2,1,2.5,2,1,Gd,7,1,Attchd,938,130,142,0,0,0,11,2007,Partial,345474
1691,107,14450,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,9,5,2006,2007,PConc,2121,2121,0,Y,2121,0,2121,2,1,2.5,3,1,Ex,8,1,Attchd,732,124,98,0,0,142,5,2007,Partial,415298
1692,107,13641,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2007,2007,PConc,630,1934,1304,Y,1943,713,2656,2,1,2.5,3,1,Ex,8,1,Attchd,1040,268,58,0,0,0,12,2007,Partial,492000
1693,110,13440,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2006,2007,PConc,1108,1108,0,Y,1148,1402,2550,2,1,2.5,4,1,Ex,11,1,BuiltIn,670,120,39,0,0,0,3,2007,Partial,338931
1694,105,15431,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,10,5,2005,2006,PConc,564,1994,1430,Y,2046,0,2046,2,1,2.5,2,1,Ex,7,2,Attchd,878,188,65,0,0,175,8,2007,Normal,450000
1695,109,14154,Reg,AllPub,Corner,Gtl,NridgHt,1Fam,2Story,7,5,2006,2006,PConc,1063,1063,0,Y,1071,1101,2172,2,1,2.5,3,1,Gd,9,1,Attchd,947,192,62,0,0,0,8,2007,Partial,280000
1698,105,13693,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2006,2006,PConc,2153,2153,0,Y,2069,574,2643,2,1,2.5,3,1,Ex,9,1,BuiltIn,694,414,84,0,0,0,3,2007,Normal,380000
1701,118,13654,IR1,AllPub,CulDSac,Gtl,NridgHt,1Fam,2Story,9,5,2005,2006,PConc,1704,1704,0,Y,1722,1036,2758,2,1,2.5,4,1,Ex,9,1,BuiltIn,814,282,55,0,0,0,5,2007,Normal,418000
1702,59,17169,IR2,AllPub,CulDSac,Gtl,NridgHt,1Fam,1Story,10,5,2007,2007,PConc,636,2320,1684,Y,2290,0,2290,2,1,2.5,2,1,Ex,7,1,Attchd,1174,192,30,0,0,0,8,2007,Partial,500067
1703,134,16659,IR1,AllPub,Corner,Gtl,NridgHt,1Fam,2Story,8,5,2007,2008,PConc,1582,1582,0,Y,1582,570,2152,2,1,2.5,3,1,Gd,7,1,Detchd,728,0,368,0,0,0,6,2007,Partial,260116
1704,76,9591,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2004,2005,PConc,1143,1143,0,Y,1143,1330,2473,2,1,2.5,4,1,Gd,9,1,BuiltIn,852,192,151,0,0,0,10,2007,Normal,317000
1705,82,9709,IR1,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2007,2007,PConc,140,918,778,Y,958,1142,2100,2,1,2.5,3,1,Ex,8,2,BuiltIn,786,172,104,0,0,0,9,2007,Partial,319500
1706,86,10562,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2007,2007,PConc,294,1582,1288,Y,1610,551,2161,1,1,1.5,3,1,Ex,8,1,Attchd,789,178,120,0,0,0,11,2007,Partial,325624
1707,94,13615,IR1,AllPub,Corner,Mod,NridgHt,1Fam,1Story,9,5,2006,2006,PConc,1802,1802,0,Y,1802,0,1802,2,1,2.5,3,1,Ex,7,1,Attchd,843,158,105,0,0,0,6,2007,Normal,372000
1708,99,13069,IR1,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2004,2004,PConc,1706,1706,0,Y,1718,1238,2956,2,1,2.5,5,1,Ex,11,1,BuiltIn,916,194,50,0,0,0,8,2007,Normal,342000
1709,99,12099,IR1,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2004,2004,PConc,166,1136,970,Y,1136,1332,2468,2,1,2.5,4,1,Gd,10,1,BuiltIn,872,184,154,0,0,0,6,2007,Normal,354000
1710,110,14277,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2003,2003,PConc,379,1317,938,Y,1217,1168,2385,2,1,2.5,3,1,Gd,7,1,Attchd,818,192,228,0,0,0,1,2007,Normal,350000
1711,93,11999,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2003,2004,PConc,1181,1181,0,Y,1234,1140,2374,2,1,2.5,4,1,Ex,10,1,BuiltIn,656,104,100,0,0,0,5,2007,Normal,285000
1712,,12568,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2007,2007,PConc,226,895,669,Y,895,923,1818,2,1,2.5,3,1,Ex,8,1,Attchd,774,196,104,0,0,0,8,2007,Partial,281500
1715,92,10732,IR1,AllPub,Corner,Gtl,NridgHt,1Fam,2Story,8,5,2006,2007,PConc,1298,1298,0,Y,1298,530,1828,2,1,2.5,3,1,Gd,7,0,BuiltIn,876,0,40,0,0,0,2,2007,Partial,250000
1717,34,3901,Reg,AllPub,Inside,Gtl,NridgHt,Twnhs,1Story,6,5,2005,2006,PConc,436,1302,866,Y,1302,0,1302,1,1,1.5,1,1,Gd,5,1,Attchd,631,110,50,0,0,0,8,2007,Partial,204000
1718,34,3903,Reg,AllPub,Inside,Gtl,NridgHt,Twnhs,1Story,6,5,2005,2006,PConc,272,1302,1030,Y,1302,0,1302,1,1,1.5,1,1,Gd,5,1,Attchd,631,110,50,0,0,0,5,2007,Normal,200000
1729,65,10237,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2005,2006,PConc,768,768,0,Y,768,768,1536,2,1,2.5,3,1,Gd,6,1,Attchd,400,100,38,0,0,0,6,2007,Normal,176000
1730,65,10237,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2005,2007,PConc,783,783,0,Y,783,701,1484,2,1,2.5,3,1,Gd,8,1,Attchd,393,0,72,0,0,0,7,2007,Partial,178900
1732,62,8857,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2006,2006,PConc,738,738,0,Y,738,757,1495,2,1,2.5,3,1,Gd,7,1,Attchd,440,100,30,0,0,0,3,2007,Partial,171925
1733,63,9729,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2006,2007,PConc,698,698,0,Y,698,1048,1746,2,1,2.5,3,1,Gd,6,1,BuiltIn,350,0,34,0,0,0,6,2007,Partial,198444
1735,65,9018,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2007,2007,PConc,728,728,0,Y,728,728,1456,2,1,2.5,3,1,Gd,8,1,Attchd,400,100,24,0,0,0,7,2007,Partial,179540
1738,73,8499,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2006,2007,PConc,616,616,0,Y,616,796,1412,2,1,2.5,3,1,Gd,6,1,BuiltIn,432,0,36,0,0,0,3,2007,Partial,156932
1739,72,8229,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2007,2007,PConc,752,752,0,Y,752,752,1504,2,1,2.5,3,1,Gd,6,0,Attchd,440,100,32,0,0,0,12,2007,Partial,166000
1740,64,7713,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2007,2007,PConc,728,728,0,Y,728,728,1456,2,1,2.5,3,1,Gd,7,0,Attchd,400,100,24,0,0,0,7,2007,Partial,177594
1748,87,11084,IR1,AllPub,Corner,Gtl,Gilbert,1Fam,SLvl,7,5,2004,2004,PConc,192,384,192,Y,744,630,1374,2,1,2.5,3,1,Gd,8,1,BuiltIn,400,100,0,0,0,0,6,2007,Family,175000
1749,59,11796,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2004,2005,PConc,847,847,0,Y,847,1112,1959,2,1,2.5,4,1,Gd,8,1,BuiltIn,434,100,48,0,0,0,7,2007,Normal,215000
1750,59,10936,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,1Story,7,5,2006,2006,PConc,1510,1510,0,Y,1525,0,1525,2,1,2.5,3,1,Gd,6,1,Attchd,534,100,18,0,0,0,4,2007,Partial,206580
1751,62,8244,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2004,2004,PConc,840,840,0,Y,840,880,1720,2,1,2.5,3,1,Gd,7,1,Attchd,440,100,48,0,0,0,5,2007,Normal,183500
1752,,11950,IR1,AllPub,Corner,Gtl,Gilbert,1Fam,SLvl,7,5,2003,2003,PConc,384,384,0,Y,754,640,1394,2,1,2.5,3,1,Gd,7,1,BuiltIn,400,100,0,0,0,0,10,2007,Normal,165500
1753,63,7875,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2003,2003,PConc,847,847,0,Y,847,1101,1948,2,1,2.5,4,1,Gd,8,1,BuiltIn,434,0,48,0,0,0,7,2007,Normal,211000
1754,,8063,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2000,2000,PConc,924,924,0,Y,948,742,1690,2,1,2.5,3,1,TA,7,1,Attchd,463,100,48,0,0,0,11,2007,Abnorml,181000
1755,,8740,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2002,2002,PConc,280,854,574,Y,864,1131,1995,2,1,2.5,4,1,Gd,8,1,BuiltIn,435,264,48,0,0,0,7,2007,Normal,219500
1756,62,7917,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,1999,2000,PConc,953,953,0,Y,953,694,1647,2,1,2.5,3,1,TA,7,1,Attchd,460,0,40,0,0,0,8,2007,Normal,175000
1757,76,9967,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,2000,2000,PConc,384,384,0,Y,774,656,1430,2,1,2.5,3,1,TA,8,1,BuiltIn,400,100,0,0,0,0,12,2007,Normal,170000
1758,,7750,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2003,2003,PConc,660,660,0,Y,660,660,1320,2,1,2.5,3,1,Gd,6,0,Attchd,400,0,48,0,0,0,8,2007,Normal,162000
1759,58,9487,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2000,2000,PConc,395,915,520,Y,940,750,1690,2,1,2.5,3,1,TA,7,1,Attchd,442,0,50,0,0,0,6,2007,Normal,187000
1760,59,9649,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,1999,2000,PConc,941,941,0,Y,961,683,1644,2,1,2.5,3,1,TA,7,1,Attchd,460,460,42,0,0,0,5,2007,Normal,185000
1761,160,15623,IR1,AllPub,Corner,Gtl,NoRidge,1Fam,2Story,10,5,1996,1996,PConc,300,2396,2096,Y,2411,2065,4476,3,1,3.5,4,1,Ex,10,2,Attchd,813,171,78,0,0,0,7,2007,Abnorml,745000
1762,100,12191,IR1,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1997,1998,PConc,598,1779,1181,Y,1779,772,2551,2,1,2.5,4,1,Gd,8,2,Attchd,925,76,61,0,0,0,6,2007,Normal,384500
1763,,11000,Reg,AllPub,FR2,Gtl,NoRidge,1Fam,2Story,8,5,2000,2000,PConc,969,969,0,Y,997,1288,2285,2,1,2.5,4,1,Gd,8,1,BuiltIn,648,0,56,0,0,0,6,2007,Normal,248000
1764,,11400,Reg,AllPub,Inside,Gtl,NoRidge,1Fam,1Story,10,5,2001,2002,PConc,1351,2633,1282,Y,2633,0,2633,2,1,2.5,2,1,Ex,8,2,Attchd,804,314,140,0,0,0,3,2007,Normal,466500
1765,89,10557,IR1,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,9,5,1998,1998,PConc,736,1408,672,Y,1671,1407,3078,2,1,2.5,4,1,Gd,9,1,Attchd,806,108,87,0,0,0,7,2007,Normal,410000
1766,74,11002,IR1,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1998,1999,PConc,341,1389,1048,Y,1411,1171,2582,2,1,2.5,4,1,Gd,9,1,Attchd,758,286,60,0,0,0,1,2007,Normal,322500
1767,83,10790,Reg,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,7,5,1998,1998,PConc,1066,1066,0,Y,1108,1277,2385,2,1,2.5,4,1,Gd,8,1,BuiltIn,600,120,38,0,0,0,5,2007,Normal,252000
1768,104,21535,IR1,AllPub,Corner,Gtl,NoRidge,1Fam,2Story,10,6,1994,1995,PConc,989,2444,1455,Y,2444,1872,4316,3,1,3.5,4,1,Ex,10,2,Attchd,832,382,50,0,0,0,1,2007,Normal,755000
1769,92,9920,IR1,AllPub,CulDSac,Gtl,NoRidge,1Fam,2Story,7,5,1996,1997,PConc,255,1117,862,Y,1127,886,2013,2,1,2.5,3,1,TA,8,1,Attchd,455,180,130,0,0,0,6,2007,Normal,269790
1770,95,11787,IR1,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,7,5,1996,1997,PConc,660,1379,719,Y,1383,1015,2398,2,1,2.5,3,1,Gd,8,1,Attchd,834,239,60,0,0,0,8,2007,Normal,315750
1771,82,9950,IR1,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,7,5,1995,1995,PConc,638,1203,565,Y,1214,1306,2520,2,1,2.5,4,1,Gd,9,1,Attchd,721,224,114,0,0,0,6,2007,Abnorml,290000
1772,65,12257,IR1,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1995,1995,PConc,1198,1318,120,Y,1328,1203,2531,2,1,2.5,4,1,Gd,9,1,Attchd,752,222,98,0,0,0,11,2007,Normal,290000
1774,88,11762,Reg,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1992,1993,PConc,770,1105,335,Y,1105,1097,2202,2,1,2.5,4,1,Gd,9,1,Attchd,517,0,65,0,0,144,9,2007,Normal,263000
1775,82,9044,IR1,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1996,1997,PConc,100,1325,1225,Y,1335,1203,2538,2,1,2.5,4,1,Gd,8,1,Attchd,933,198,92,0,0,0,5,2007,Normal,330000
1792,70,9605,Reg,AllPub,Inside,Gtl,Somerst,1Fam,2Story,7,5,2006,2006,PConc,982,982,0,Y,982,995,1977,2,1,2.5,3,1,Gd,7,0,Attchd,574,240,53,0,0,0,7,2007,Family,250000
1793,75,8778,Reg,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8,5,2006,2006,PConc,1302,1302,0,Y,1302,528,1830,2,1,2.5,3,1,Gd,7,0,BuiltIn,859,0,40,0,0,0,3,2007,Normal,221300
1796,72,8640,Reg,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8,5,2007,2007,PConc,546,896,350,Y,896,896,1792,2,1,2.5,3,1,Gd,8,0,Attchd,590,184,96,0,0,0,11,2007,Partial,255000
1798,75,9000,Reg,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8,5,2006,2006,PConc,1088,1088,0,Y,1088,871,1959,2,1,2.5,3,1,Gd,8,1,Attchd,1025,208,46,0,0,0,12,2007,Normal,270000
1799,75,9000,Reg,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8,5,2007,2007,PConc,1120,1184,64,Y,1184,1426,2610,2,1,2.5,4,1,Ex,11,1,BuiltIn,550,208,364,0,0,0,8,2007,Partial,303477
1800,112,12217,IR1,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8,5,2007,2007,PConc,210,955,745,Y,955,925,1880,2,1,2.5,3,1,Ex,8,1,Attchd,880,168,127,0,0,0,12,2007,Partial,310013
1805,85,10625,Reg,AllPub,Inside,Gtl,Somerst,1Fam,2Story,6,5,2004,2004,PConc,1158,1158,0,Y,1158,1285,2443,2,1,2.5,4,1,Gd,9,1,BuiltIn,744,193,127,0,0,0,6,2007,Normal,265000
1807,63,7500,Reg,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,6,5,2006,2007,PConc,1100,1100,0,Y,1100,0,1100,1,1,1.5,3,1,TA,6,0,NA,0,0,136,0,0,0,6,2007,Partial,146000
1808,63,7500,Reg,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,7,5,2006,2006,PConc,1143,1143,0,Y,1143,0,1143,1,1,1.5,3,1,Gd,5,0,NA,0,0,55,0,0,0,10,2007,Normal,147000
1811,70,8462,IR1,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,6,5,1994,1994,PConc,114,928,814,Y,936,785,1721,2,1,2.5,3,1,Gd,7,0,Attchd,471,300,87,0,0,0,7,2007,Normal,201000
1812,,11613,IR2,AllPub,Corner,Gtl,SawyerW,1Fam,2Story,6,5,1993,1997,PConc,384,864,480,Y,920,900,1820,2,1,2.5,3,1,Gd,7,0,Attchd,492,144,85,0,0,0,5,2007,Normal,191750
1816,50,8012,Reg,AllPub,Inside,Gtl,SawyerW,TwnhsE,2Story,6,5,1980,1980,CBlock,630,630,0,Y,630,636,1266,1,1,1.5,2,1,TA,5,2,Attchd,283,340,0,0,0,0,7,2007,Normal,128000
1823,85,6970,Reg,AllPub,Corner,Gtl,Sawyer,1Fam,1Story,4,5,1961,1961,CBlock,108,1040,932,Y,1120,0,1120,1,1,1.5,3,1,Fa,5,0,Attchd,544,168,0,0,0,0,5,2007,Normal,129000
1824,40,13673,IR1,AllPub,CulDSac,Gtl,Sawyer,1Fam,1Story,5,5,1962,1962,CBlock,1140,1140,0,Y,1696,0,1696,1,1,1.5,3,1,TA,8,1,Attchd,349,0,30,0,0,0,3,2007,Normal,143900
1825,84,7476,Reg,AllPub,Corner,Gtl,Sawyer,1Fam,1Story,5,7,1968,1968,CBlock,228,1040,812,Y,1040,0,1040,1,1,1.5,3,1,TA,5,0,Detchd,686,188,0,0,0,0,6,2007,Normal,145000
1828,,19522,IR1,AllPub,Inside,Gtl,Veenker,1Fam,2Story,7,5,1990,1990,PConc,496,1223,727,Y,1271,1232,2503,2,1,2.5,3,1,Gd,7,1,Attchd,564,0,99,0,0,182,2,2007,Normal,300000
1829,,17542,IR1,AllPub,Inside,Gtl,Veenker,1Fam,2Story,7,7,1974,2003,CBlock,36,1192,1156,Y,1516,651,2167,2,1,2.5,3,1,Gd,9,2,Attchd,518,220,47,0,0,0,7,2007,Normal,294000
1833,,9572,IR1,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1990,1990,PConc,971,1453,482,Y,1453,1357,2810,2,1,2.5,4,1,Gd,9,1,Attchd,750,500,0,0,0,0,6,2007,Normal,302000
1834,85,10678,Reg,AllPub,Inside,Gtl,NoRidge,1Fam,1.5Fin,8,5,1992,2000,PConc,983,1683,700,Y,2129,743,2872,2,1,2.5,4,1,Gd,9,1,Attchd,541,0,33,0,0,0,4,2007,Normal,285000
1840,30,5330,IR2,AllPub,Inside,Gtl,Somerst,TwnhsE,1Story,8,5,2006,2007,PConc,1550,1550,0,Y,1550,0,1550,2,1,2.5,2,1,Gd,5,0,Attchd,528,0,102,0,0,0,7,2007,Partial,207500
1841,35,4274,IR1,AllPub,Inside,Gtl,Somerst,TwnhsE,1Story,7,5,2006,2007,PConc,135,1241,1106,Y,1241,0,1241,1,1,1.5,1,1,Gd,4,0,Attchd,569,0,116,0,0,0,11,2007,Partial,199900
1842,35,4251,IR1,AllPub,Inside,Gtl,Somerst,TwnhsE,2Story,7,5,2006,2007,PConc,625,625,0,Y,625,625,1250,2,1,2.5,2,1,Gd,5,0,Detchd,528,0,54,0,0,0,6,2007,Partial,164700
1843,24,2280,Reg,AllPub,Inside,Gtl,Somerst,Twnhs,2Story,6,5,1999,1999,PConc,179,744,565,Y,757,744,1501,2,1,2.5,3,1,TA,6,1,Detchd,440,0,0,0,0,0,9,2007,Normal,176500
1844,34,3230,Reg,AllPub,Corner,Gtl,Somerst,TwnhsE,2Story,6,5,1999,1999,PConc,310,729,419,Y,729,729,1458,2,1,2.5,2,1,TA,5,1,Detchd,440,0,32,0,0,0,6,2007,Normal,176000
1845,,2117,Reg,AllPub,Inside,Gtl,Somerst,TwnhsE,2Story,6,5,2000,2000,PConc,336,756,420,Y,756,756,1512,2,1,2.5,2,1,Gd,4,1,Detchd,440,0,32,0,0,0,6,2007,Normal,168500
1846,24,2117,Reg,AllPub,Inside,Gtl,Somerst,Twnhs,2Story,6,5,2000,2000,PConc,339,756,417,Y,769,804,1573,2,1,2.5,3,1,Gd,4,0,Detchd,440,0,32,0,0,0,9,2007,Normal,177000
1847,,2117,Reg,AllPub,Inside,Gtl,Somerst,Twnhs,2Story,6,5,2000,2000,PConc,320,756,436,Y,769,756,1525,2,1,2.5,3,1,Gd,5,1,Detchd,440,0,0,0,0,0,6,2007,Normal,177000
